,,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
1780,NJ,34009,Cape May County,1p4c,1925,1422,1704,1396,1185,2064,2046,11742,"$23,100","$17,064","$20,448","$16,752","$14,220","$24,768","$24,552","$140,904","  85,940 ",21,12,5,15
1780,NJ,34009,Cape May County,2p0c,1178,739,1286,885,679,0,748,5514,"$14,136","$8,868","$15,432","$10,620","$8,148",$0,"$8,976","$66,168","  85,940 ",21,12,5,15
1780,NJ,34009,Cape May County,2p1c,1551,920,1418,1123,875,911,1019,7817,"$18,612","$11,040","$17,016","$13,476","$10,500","$10,932","$12,228","$93,804","  85,940 ",21,12,5,15
1780,NJ,34009,Cape May County,2p2c,1551,1164,1507,1361,961,1793,1278,9616,"$18,612","$13,968","$18,084","$16,332","$11,532","$21,516","$15,336","$115,392","  85,940 ",21,12,5,15
1780,NJ,34009,Cape May County,2p3c,1925,1423,1634,1600,1185,2064,1665,11495,"$23,100","$17,076","$19,608","$19,200","$14,220","$24,768","$19,980","$137,940","  85,940 ",21,12,5,15
1780,NJ,34009,Cape May County,2p4c,1925,1741,1685,1838,1298,2064,1950,12501,"$23,100","$20,892","$20,220","$22,056","$15,576","$24,768","$23,400","$150,012","  85,940 ",21,12,5,15
1781,NJ,34011,Cumberland County,1p0c,1095,335,1043,431,506,0,605,4016,"$13,140","$4,020","$12,516","$5,172","$6,072",$0,"$7,260","$48,192","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,1p1c,1471,494,1279,663,696,755,768,6126,"$17,652","$5,928","$15,348","$7,956","$8,352","$9,060","$9,216","$73,512","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,1p2c,1471,723,1466,895,777,1626,1100,8058,"$17,652","$8,676","$17,592","$10,740","$9,324","$19,512","$13,200","$96,696","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,1p3c,1941,966,1556,1127,1029,1894,1562,10075,"$23,292","$11,592","$18,672","$13,524","$12,348","$22,728","$18,744","$120,900","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,1p4c,1941,1182,1620,1359,1106,1894,1809,10912,"$23,292","$14,184","$19,440","$16,308","$13,272","$22,728","$21,708","$130,944","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,2p0c,1143,615,1228,862,622,0,681,5151,"$13,716","$7,380","$14,736","$10,344","$7,464",$0,"$8,172","$61,812","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,2p1c,1471,765,1409,1094,792,755,890,7176,"$17,652","$9,180","$16,908","$13,128","$9,504","$9,060","$10,680","$86,112","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,2p2c,1471,968,1494,1326,864,1626,1070,8819,"$17,652","$11,616","$17,928","$15,912","$10,368","$19,512","$12,840","$105,828","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,2p3c,1941,1183,1555,1558,1106,1894,1420,10657,"$23,292","$14,196","$18,660","$18,696","$13,272","$22,728","$17,040","$127,884","  67,858 ",21,21,1,21
1781,NJ,34011,Cumberland County,2p4c,1941,1448,1603,1790,1200,1894,1676,11551,"$23,292","$17,376","$19,236","$21,480","$14,400","$22,728","$20,112","$138,612","  67,858 ",21,21,1,21
1782,NJ,34013,Essex County,1p0c,1046,410,989,431,516,0,601,3992,"$12,552","$4,920","$11,868","$5,172","$6,192",$0,"$7,212","$47,904","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,1p1c,1488,604,1165,663,741,798,800,6259,"$17,856","$7,248","$13,980","$7,956","$8,892","$9,576","$9,600","$75,108","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,1p2c,1488,884,1251,895,840,1506,1063,7927,"$17,856","$10,608","$15,012","$10,740","$10,080","$18,072","$12,756","$95,124","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,1p3c,1889,1180,1353,1127,1087,1724,1497,9856,"$22,668","$14,160","$16,236","$13,524","$13,044","$20,688","$17,964","$118,272","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,1p4c,1889,1445,1391,1359,1180,1724,1761,10750,"$22,668","$17,340","$16,692","$16,308","$14,160","$20,688","$21,132","$129,000","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,2p0c,1240,751,1138,862,705,0,732,5428,"$14,880","$9,012","$13,656","$10,344","$8,460",$0,"$8,784","$65,136","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,2p1c,1488,935,1220,1094,858,798,916,7309,"$17,856","$11,220","$14,640","$13,128","$10,296","$9,576","$10,992","$87,708","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,2p2c,1488,1183,1319,1326,946,1506,1076,8845,"$17,856","$14,196","$15,828","$15,912","$11,352","$18,072","$12,912","$106,140","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,2p3c,1889,1446,1355,1558,1181,1724,1389,10540,"$22,668","$17,352","$16,260","$18,696","$14,172","$20,688","$16,668","$126,480","  82,683 ",21,20,9,16
1782,NJ,34013,Essex County,2p4c,1889,1769,1382,1790,1295,1724,1665,11515,"$22,668","$21,228","$16,584","$21,480","$15,540","$20,688","$19,980","$138,180","  82,683 ",21,20,9,16
1783,NJ,34015,Gloucester County,1p0c,1138,353,1136,431,528,0,649,4235,"$13,656","$4,236","$13,632","$5,172","$6,336",$0,"$7,788","$50,820","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,1p1c,1547,520,1393,663,732,863,883,6602,"$18,564","$6,240","$16,716","$7,956","$8,784","$10,356","$10,596","$79,224","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,1p2c,1547,761,1523,895,817,1601,1175,8320,"$18,564","$9,132","$18,276","$10,740","$9,804","$19,212","$14,100","$99,840","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,1p3c,1883,1017,1674,1127,1027,1828,1581,10136,"$22,596","$12,204","$20,088","$13,524","$12,324","$21,936","$18,972","$121,632","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,1p4c,1883,1245,1736,1359,1107,1828,1818,10977,"$22,596","$14,940","$20,832","$16,308","$13,284","$21,936","$21,816","$131,724","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,2p0c,1282,647,1342,862,683,0,759,5575,"$15,384","$7,764","$16,104","$10,344","$8,196",$0,"$9,108","$66,900","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,2p1c,1547,806,1467,1094,833,863,970,7579,"$18,564","$9,672","$17,604","$13,128","$9,996","$10,356","$11,640","$90,948","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,2p2c,1547,1019,1613,1326,909,1601,1162,9177,"$18,564","$12,228","$19,356","$15,912","$10,908","$19,212","$13,944","$110,124","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,2p3c,1883,1245,1672,1558,1107,1828,1444,10738,"$22,596","$14,940","$20,064","$18,696","$13,284","$21,936","$17,328","$128,856","  108,492 ",21,17,17,9
1783,NJ,34015,Gloucester County,2p4c,1883,1524,1719,1790,1206,1828,1706,11656,"$22,596","$18,288","$20,628","$21,480","$14,472","$21,936","$20,472","$139,872","  108,492 ",21,17,17,9
1784,NJ,34017,Hudson County,1p0c,1765,353,871,431,750,0,848,5018,"$21,180","$4,236","$10,452","$5,172","$9,000",$0,"$10,176","$60,216","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,1p1c,2088,520,954,663,924,714,928,6790,"$25,056","$6,240","$11,448","$7,956","$11,088","$8,568","$11,136","$81,480","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,1p2c,2088,761,977,895,1009,1539,1219,8488,"$25,056","$9,132","$11,724","$10,740","$12,108","$18,468","$14,628","$101,856","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,1p3c,2578,1017,1012,1127,1273,1793,1680,10479,"$30,936","$12,204","$12,144","$13,524","$15,276","$21,516","$20,160","$125,748","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,1p4c,2578,1245,1009,1359,1353,1793,1887,11224,"$30,936","$14,940","$12,108","$16,308","$16,236","$21,516","$22,644","$134,688","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,2p0c,1821,647,938,862,874,0,830,5972,"$21,852","$7,764","$11,256","$10,344","$10,488",$0,"$9,960","$71,664","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,2p1c,2088,806,958,1094,1024,714,985,7669,"$25,056","$9,672","$11,496","$13,128","$12,288","$8,568","$11,820","$92,028","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,2p2c,2088,1019,991,1326,1100,1539,1174,9237,"$25,056","$12,228","$11,892","$15,912","$13,200","$18,468","$14,088","$110,844","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,2p3c,2578,1245,986,1558,1354,1793,1527,11041,"$30,936","$14,940","$11,832","$18,696","$16,248","$21,516","$18,324","$132,492","  78,058 ",21,16,3,18
1784,NJ,34017,Hudson County,2p4c,2578,1524,979,1790,1452,1793,1767,11883,"$30,936","$18,288","$11,748","$21,480","$17,424","$21,516","$21,204","$142,596","  78,058 ",21,16,3,18
1785,NJ,34019,Hunterdon County,1p0c,1224,380,1159,431,568,0,699,4461,"$14,688","$4,560","$13,908","$5,172","$6,816",$0,"$8,388","$53,532","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,1p1c,1756,560,1462,663,820,1308,1183,7752,"$21,072","$6,720","$17,544","$7,956","$9,840","$15,696","$14,196","$93,024","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,1p2c,1756,820,1678,895,912,2638,1818,10517,"$21,072","$9,840","$20,136","$10,740","$10,944","$31,656","$21,816","$126,204","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,1p3c,2137,1094,1781,1127,1144,3047,2281,12611,"$25,644","$13,128","$21,372","$13,524","$13,728","$36,564","$27,372","$151,332","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,1p4c,2137,1340,1852,1359,1231,3047,2486,13452,"$25,644","$16,080","$22,224","$16,308","$14,772","$36,564","$29,832","$161,424","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,2p0c,1388,697,1410,862,738,0,821,5915,"$16,656","$8,364","$16,920","$10,344","$8,856",$0,"$9,852","$70,980","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,2p1c,1756,867,1618,1094,929,1308,1229,8801,"$21,072","$10,404","$19,416","$13,128","$11,148","$15,696","$14,748","$105,612","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,2p2c,1756,1097,1714,1326,1010,2638,1739,11281,"$21,072","$13,164","$20,568","$15,912","$12,120","$31,656","$20,868","$135,372","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,2p3c,2137,1340,1780,1558,1231,3047,2174,13268,"$25,644","$16,080","$21,360","$18,696","$14,772","$36,564","$26,088","$159,216","  146,944 ",21,4,20,2
1785,NJ,34019,Hunterdon County,2p4c,2137,1641,1831,1790,1337,3047,2424,14208,"$25,644","$19,692","$21,972","$21,480","$16,044","$36,564","$29,088","$170,496","  146,944 ",21,4,20,2
1786,NJ,34021,Mercer County,1p0c,1158,383,1029,431,546,0,639,4185,"$13,896","$4,596","$12,348","$5,172","$6,552",$0,"$7,668","$50,220","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,1p1c,1732,564,1267,663,813,1209,1062,7310,"$20,784","$6,768","$15,204","$7,956","$9,756","$14,508","$12,744","$87,720","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,1p2c,1732,826,1386,895,906,1921,1390,9057,"$20,784","$9,912","$16,632","$10,740","$10,872","$23,052","$16,680","$108,684","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,1p3c,2108,1102,1524,1127,1137,2140,1816,10954,"$25,296","$13,224","$18,288","$13,524","$13,644","$25,680","$21,792","$131,448","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,1p4c,2108,1350,1580,1359,1224,2140,2072,11834,"$25,296","$16,200","$18,960","$16,308","$14,688","$25,680","$24,864","$142,008","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,2p0c,1321,702,1225,862,716,0,761,5587,"$15,852","$8,424","$14,700","$10,344","$8,592",$0,"$9,132","$67,044","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,2p1c,1732,874,1340,1094,923,1209,1112,8284,"$20,784","$10,488","$16,080","$13,128","$11,076","$14,508","$13,344","$99,408","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,2p2c,1732,1105,1473,1326,1005,1921,1360,9922,"$20,784","$13,260","$17,676","$15,912","$12,060","$23,052","$16,320","$119,064","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,2p3c,2108,1350,1527,1558,1224,2140,1695,11603,"$25,296","$16,200","$18,324","$18,696","$14,688","$25,680","$20,340","$139,236","  108,134 ",21,9,13,10
1786,NJ,34021,Mercer County,2p4c,2108,1653,1569,1790,1332,2140,1965,12556,"$25,296","$19,836","$18,828","$21,480","$15,984","$25,680","$23,580","$150,672","  108,134 ",21,9,13,10
1787,NJ,34023,Middlesex County,1p0c,1322,359,1022,431,595,0,686,4415,"$15,864","$4,308","$12,264","$5,172","$7,140",$0,"$8,232","$52,980","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,1p1c,1897,529,1274,663,859,1110,1090,7421,"$22,764","$6,348","$15,288","$7,956","$10,308","$13,320","$13,080","$89,052","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,1p2c,1897,773,1456,895,945,2307,1648,9923,"$22,764","$9,276","$17,472","$10,740","$11,340","$27,684","$19,776","$119,076","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,1p3c,2309,1033,1540,1127,1183,2676,2121,11989,"$27,708","$12,396","$18,480","$13,524","$14,196","$32,112","$25,452","$143,868","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,1p4c,2309,1264,1599,1359,1265,2676,2319,12792,"$27,708","$15,168","$19,188","$16,308","$15,180","$32,112","$27,828","$153,504","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,2p0c,1499,657,1233,862,764,0,803,5818,"$17,988","$7,884","$14,796","$10,344","$9,168",$0,"$9,636","$69,816","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,2p1c,1897,818,1409,1094,961,1110,1142,8432,"$22,764","$9,816","$16,908","$13,128","$11,532","$13,320","$13,704","$101,184","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,2p2c,1897,1035,1490,1326,1038,2307,1560,10653,"$22,764","$12,420","$17,880","$15,912","$12,456","$27,684","$18,720","$127,836","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,2p3c,2309,1265,1545,1558,1265,2676,1981,12599,"$27,708","$15,180","$18,540","$18,696","$15,180","$32,112","$23,772","$151,188","  110,023 ",21,5,12,7
1787,NJ,34023,Middlesex County,2p4c,2309,1548,1587,1790,1366,2676,2236,13513,"$27,708","$18,576","$19,044","$21,480","$16,392","$32,112","$26,832","$162,156","  110,023 ",21,5,12,7
1788,NJ,34025,Monmouth County,1p0c,1140,400,1058,442,545,0,649,4234,"$13,680","$4,800","$12,696","$5,304","$6,540",$0,"$7,788","$50,808","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,1p1c,1594,589,1301,681,773,1088,986,7011,"$19,128","$7,068","$15,612","$8,172","$9,276","$13,056","$11,832","$84,132","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,1p2c,1594,862,1424,919,869,2359,1546,9573,"$19,128","$10,344","$17,088","$11,028","$10,428","$28,308","$18,552","$114,876","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,1p3c,2182,1151,1565,1157,1180,2750,2163,12149,"$26,184","$13,812","$18,780","$13,884","$14,160","$33,000","$25,956","$145,788","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,1p4c,2182,1409,1624,1396,1271,2750,2374,13007,"$26,184","$16,908","$19,488","$16,752","$15,252","$33,000","$28,488","$156,084","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,2p0c,1273,733,1257,885,710,0,768,5625,"$15,276","$8,796","$15,084","$10,620","$8,520",$0,"$9,216","$67,500","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,2p1c,1594,912,1374,1123,887,1088,1064,8041,"$19,128","$10,944","$16,488","$13,476","$10,644","$13,056","$12,768","$96,492","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,2p2c,1594,1154,1511,1361,973,2359,1508,10461,"$19,128","$13,848","$18,132","$16,332","$11,676","$28,308","$18,096","$125,532","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,2p3c,2182,1409,1567,1600,1272,2750,2047,12827,"$26,184","$16,908","$18,804","$19,200","$15,264","$33,000","$24,564","$153,924","  128,125 ",21,6,21,4
1788,NJ,34025,Monmouth County,2p4c,2182,1725,1610,1838,1383,2750,2305,13794,"$26,184","$20,700","$19,320","$22,056","$16,596","$33,000","$27,660","$165,528","  128,125 ",21,6,21,4
1789,NJ,34027,Morris County,1p0c,1401,402,1115,431,639,0,780,4769,"$16,812","$4,824","$13,380","$5,172","$7,668",$0,"$9,360","$57,228","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,1p1c,1994,593,1367,663,916,1214,1251,7997,"$23,928","$7,116","$16,404","$7,956","$10,992","$14,568","$15,012","$95,964","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,1p2c,1994,868,1493,895,1013,2580,1876,10719,"$23,928","$10,416","$17,916","$10,740","$12,156","$30,960","$22,512","$128,628","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,1p3c,2530,1159,1639,1127,1306,3000,2421,13182,"$30,360","$13,908","$19,668","$13,524","$15,672","$36,000","$29,052","$158,184","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,1p4c,2530,1419,1699,1359,1398,3000,2626,14031,"$30,360","$17,028","$20,388","$16,308","$16,776","$36,000","$31,512","$168,372","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,2p0c,1661,738,1322,862,849,0,896,6328,"$19,932","$8,856","$15,864","$10,344","$10,188",$0,"$10,752","$75,936","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,2p1c,1994,918,1442,1094,1031,1214,1270,8963,"$23,928","$11,016","$17,304","$13,128","$12,372","$14,568","$15,240","$107,556","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,2p2c,1994,1162,1583,1326,1117,2580,1826,11588,"$23,928","$13,944","$18,996","$15,912","$13,404","$30,960","$21,912","$139,056","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,2p3c,2530,1419,1640,1558,1398,3000,2333,13878,"$30,360","$17,028","$19,680","$18,696","$16,776","$36,000","$27,996","$166,536","  145,432 ",21,1,19,1
1789,NJ,34027,Morris County,2p4c,2530,1737,1684,1790,1511,3000,2607,14859,"$30,360","$20,844","$20,208","$21,480","$18,132","$36,000","$31,284","$178,308","  145,432 ",21,1,19,1
1790,NJ,34029,Ocean County,1p0c,1151,371,1048,442,539,0,640,4191,"$13,812","$4,452","$12,576","$5,304","$6,468",$0,"$7,680","$50,292","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,1p1c,1610,546,1311,681,763,967,936,6813,"$19,320","$6,552","$15,732","$8,172","$9,156","$11,604","$11,232","$81,756","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,1p2c,1610,800,1446,919,853,1925,1343,8896,"$19,320","$9,600","$17,352","$11,028","$10,236","$23,100","$16,116","$106,752","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,1p3c,2203,1067,1598,1157,1158,2220,1928,11332,"$26,436","$12,804","$19,176","$13,884","$13,896","$26,640","$23,136","$135,984","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,1p4c,2203,1307,1663,1396,1243,2220,2171,12203,"$26,436","$15,684","$19,956","$16,752","$14,916","$26,640","$26,052","$146,436","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,2p0c,1285,680,1263,885,696,0,757,5564,"$15,420","$8,160","$15,156","$10,620","$8,352",$0,"$9,084","$66,768","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,2p1c,1610,846,1391,1123,869,967,1020,7825,"$19,320","$10,152","$16,692","$13,476","$10,428","$11,604","$12,240","$93,900","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,2p2c,1610,1070,1537,1361,949,1925,1320,9772,"$19,320","$12,840","$18,444","$16,332","$11,388","$23,100","$15,840","$117,264","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,2p3c,2203,1308,1598,1600,1243,2220,1802,11974,"$26,436","$15,696","$19,176","$19,200","$14,916","$26,640","$21,624","$143,688","  92,439 ",21,10,6,13
1790,NJ,34029,Ocean County,2p4c,2203,1601,1646,1838,1347,2220,2070,12925,"$26,436","$19,212","$19,752","$22,056","$16,164","$26,640","$24,840","$155,100","  92,439 ",21,10,6,13
1791,NJ,34031,Passaic County,1p0c,1193,379,1010,431,557,0,644,4214,"$14,316","$4,548","$12,120","$5,172","$6,684",$0,"$7,728","$50,568","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,1p1c,1654,559,1218,663,784,668,826,6371,"$19,848","$6,708","$14,616","$7,956","$9,408","$8,016","$9,912","$76,452","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,1p2c,1654,818,1322,895,875,1427,1112,8103,"$19,848","$9,816","$15,864","$10,740","$10,500","$17,124","$13,344","$97,236","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,1p3c,2054,1092,1444,1127,1114,1661,1552,10045,"$24,648","$13,104","$17,328","$13,524","$13,368","$19,932","$18,624","$120,540","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,1p4c,2054,1337,1493,1359,1201,1661,1809,10914,"$24,648","$16,044","$17,916","$16,308","$14,412","$19,932","$21,708","$130,968","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,2p0c,1426,695,1183,862,751,0,781,5697,"$17,112","$8,340","$14,196","$10,344","$9,012",$0,"$9,372","$68,364","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,2p1c,1654,865,1282,1094,892,668,931,7386,"$19,848","$10,380","$15,384","$13,128","$10,704","$8,016","$11,172","$88,632","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,2p2c,1654,1095,1401,1326,973,1427,1112,8989,"$19,848","$13,140","$16,812","$15,912","$11,676","$17,124","$13,344","$107,868","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,2p3c,2054,1337,1448,1558,1201,1661,1428,10687,"$24,648","$16,044","$17,376","$18,696","$14,412","$19,932","$17,136","$128,244","  84,069 ",21,18,7,17
1791,NJ,34031,Passaic County,2p4c,2054,1637,1483,1790,1307,1661,1698,11630,"$24,648","$19,644","$17,796","$21,480","$15,684","$19,932","$20,376","$139,560","  84,069 ",21,18,7,17
1792,NJ,34033,Salem County,1p0c,930,389,1127,431,467,0,589,3934,"$11,160","$4,668","$13,524","$5,172","$5,604",$0,"$7,068","$47,208","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,1p1c,1265,574,1407,663,651,760,758,6078,"$15,180","$6,888","$16,884","$7,956","$7,812","$9,120","$9,096","$72,936","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,1p2c,1265,840,1549,895,745,1572,1066,7933,"$15,180","$10,080","$18,588","$10,740","$8,940","$18,864","$12,792","$95,196","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,1p3c,1540,1121,1709,1127,942,1822,1458,9720,"$18,480","$13,452","$20,508","$13,524","$11,304","$21,864","$17,496","$116,640","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,1p4c,1540,1373,1777,1359,1031,1822,1727,10630,"$18,480","$16,476","$21,324","$16,308","$12,372","$21,864","$20,724","$127,560","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,2p0c,1048,714,1354,862,624,0,711,5314,"$12,576","$8,568","$16,248","$10,344","$7,488",$0,"$8,532","$63,768","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,2p1c,1265,888,1490,1094,763,760,885,7146,"$15,180","$10,656","$17,880","$13,128","$9,156","$9,120","$10,620","$85,752","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,2p2c,1265,1124,1645,1326,846,1572,1082,8860,"$15,180","$13,488","$19,740","$15,912","$10,152","$18,864","$12,984","$106,320","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,2p3c,1540,1373,1709,1558,1031,1822,1348,10382,"$18,480","$16,476","$20,508","$18,696","$12,372","$21,864","$16,176","$124,584","  89,636 ",21,19,4,19
1792,NJ,34033,Salem County,2p4c,1540,1681,1759,1790,1140,1822,1621,11354,"$18,480","$20,172","$21,108","$21,480","$13,680","$21,864","$19,452","$136,248","  89,636 ",21,19,4,19
1793,NJ,34035,Somerset County,1p0c,1412,393,1113,431,639,0,780,4769,"$16,944","$4,716","$13,356","$5,172","$7,668",$0,"$9,360","$57,228","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,1p1c,2026,579,1382,663,923,1232,1274,8079,"$24,312","$6,948","$16,584","$7,956","$11,076","$14,784","$15,288","$96,948","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,1p2c,2026,848,1576,895,1018,2486,1878,10727,"$24,312","$10,176","$18,912","$10,740","$12,216","$29,832","$22,536","$128,724","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,1p3c,2466,1132,1665,1127,1274,2872,2347,12884,"$29,592","$13,584","$19,980","$13,524","$15,288","$34,464","$28,164","$154,608","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,1p4c,2466,1386,1727,1359,1364,2872,2551,13726,"$29,592","$16,632","$20,724","$16,308","$16,368","$34,464","$30,612","$164,712","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,2p0c,1602,721,1336,862,822,0,876,6219,"$19,224","$8,652","$16,032","$10,344","$9,864",$0,"$10,512","$74,628","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,2p1c,2026,897,1524,1094,1035,1232,1311,9119,"$24,312","$10,764","$18,288","$13,128","$12,420","$14,784","$15,732","$109,428","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,2p2c,2026,1135,1609,1326,1119,2486,1801,11503,"$24,312","$13,620","$19,308","$15,912","$13,428","$29,832","$21,612","$138,036","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,2p3c,2466,1386,1667,1558,1364,2872,2258,13572,"$29,592","$16,632","$20,004","$18,696","$16,368","$34,464","$27,096","$162,864","  141,682 ",21,2,18,3
1793,NJ,34035,Somerset County,2p4c,2466,1697,1712,1790,1474,2872,2512,14523,"$29,592","$20,364","$20,544","$21,480","$17,688","$34,464","$30,144","$174,276","  141,682 ",21,2,18,3
1794,NJ,34037,Sussex County,1p0c,1135,372,1169,431,533,0,663,4302,"$13,620","$4,464","$14,028","$5,172","$6,396",$0,"$7,956","$51,624","  112,332 ",21,7,15,6
1794,NJ,34037,Sussex County,1p1c,1614,548,1453,663,765,1103,1027,7174,"$19,368","$6,576","$17,436","$7,956","$9,180","$13,236","$12,324","$86,088","  112,332 ",21,7,15,6
1794,NJ,34037,Sussex County,1p2c,1614,802,1596,895,855,2123,1485,9371,"$19,368","$9,624","$19,152","$10,740","$10,260","$25,476","$17,820","$112,452","  112,332 ",21,7,15,6
1794,NJ,34037,Sussex County,1p3c,2048,1070,1758,1127,1104,2437,1990,11535,"$24,576","$12,840","$21,096","$13,524","$13,248","$29,244","$23,880","$138,420","  112,332 ",21,7,15,6
1794,NJ,34037,Sussex County,1p4c,2048,1310,1826,1359,1189,2437,2220,12390,"$24,576","$15,720","$21,912","$16,308","$14,268","$29,244","$26,640","$148,680","  112,332 ",21,7,15,6
